# Daily JPL Horizons ephemerides, perihelion ±182 days, for the §17.3b comets.
# Ephemerides courtesy of the Jet Propulsion Laboratory, California Institute of
# Technology (US Government work, public domain).
# Positions, delta and RA/Dec are geometric (VEC_CORR='NONE'): no light-time or
# aberration correction, matching what the propagator computes. helio_* is
# ecliptic J2000; ra/dec come from the geocentric ICRF/J2000 equatorial vector.
# tmag is Horizons' own total magnitude, M1 + 5*log10(delta) + k1*log10(r).
# Regenerate with tools/fixtures/fetch-horizons.py — do not edit by hand.
comet,time_utc,helio_x_au,helio_y_au,helio_z_au,r_au,delta_au,ra_deg,dec_deg,tmag
encke,2023-04-23T00:00:00.000Z,2.571657365,0.319064290,0.283307363,2.606815430,3.538341806,11.120651,9.768570,20.217
encke,2023-04-24T00:00:00.000Z,2.562870367,0.323167351,0.283276032,2.598650990,3.525682712,11.454397,9.925804,20.203
encke,2023-04-25T00:00:00.000Z,2.554040178,0.327264984,0.283239918,2.590453329,3.512846575,11.789374,10.083584,20.189
encke,2023-04-26T00:00:00.000Z,2.545166535,0.331357066,0.283198977,2.582222270,3.499835038,12.125594,10.241907,20.174
encke,2023-04-27T00:00:00.000Z,2.536249174,0.335443473,0.283153161,2.573957635,3.486649754,12.463069,10.400772,20.160
encke,2023-04-28T00:00:00.000Z,2.527287826,0.339524080,0.283102426,2.565659241,3.473292385,12.801814,10.560177,20.145
encke,2023-04-29T00:00:00.000Z,2.518282222,0.343598758,0.283046725,2.557326906,3.459764591,13.141844,10.720122,20.130
encke,2023-04-30T00:00:00.000Z,2.509232084,0.347667376,0.282986009,2.548960442,3.446068030,13.483176,10.880608,20.115
encke,2023-05-01T00:00:00.000Z,2.500137135,0.351729802,0.282920231,2.540559664,3.432204357,13.825828,11.041634,20.100
encke,2023-05-02T00:00:00.000Z,2.490997092,0.355785901,0.282849341,2.532124379,3.418175214,14.169820,11.203201,20.085
encke,2023-05-03T00:00:00.000Z,2.481811670,0.359835534,0.282773290,2.523654396,3.403982223,14.515173,11.365312,20.069
encke,2023-05-04T00:00:00.000Z,2.472580579,0.363878562,0.282692027,2.515149520,3.389626977,14.861908,11.527969,20.054
encke,2023-05-05T00:00:00.000Z,2.463303524,0.367914842,0.282605500,2.506609553,3.375111023,15.210050,11.691174,20.038
encke,2023-05-06T00:00:00.000Z,2.453980210,0.371944228,0.282513658,2.498034296,3.360435854,15.559622,11.854931,20.021
encke,2023-05-07T00:00:00.000Z,2.444610333,0.375966573,0.282416446,2.489423546,3.345602894,15.910651,12.019243,20.005
encke,2023-05-08T00:00:00.000Z,2.435193589,0.379981725,0.282313812,2.480777100,3.330613496,16.263161,12.184114,19.988
encke,2023-05-09T00:00:00.000Z,2.425729669,0.383989532,0.282205701,2.472094748,3.315468947,16.617180,12.349549,19.972
encke,2023-05-10T00:00:00.000Z,2.416218257,0.387989836,0.282092056,2.463376282,3.300170484,16.972732,12.515550,19.955
encke,2023-05-11T00:00:00.000Z,2.406659037,0.391982479,0.281972821,2.454621489,3.284719314,17.329842,12.682120,19.938
encke,2023-05-12T00:00:00.000Z,2.397051685,0.395967297,0.281847939,2.445830154,3.269116645,17.688535,12.849262,19.920
encke,2023-05-13T00:00:00.000Z,2.387395875,0.399944126,0.281717351,2.437002058,3.253363712,18.048835,13.016978,19.903
encke,2023-05-14T00:00:00.000Z,2.377691274,0.403912796,0.281580998,2.428136982,3.237461805,18.410765,13.185269,19.885
encke,2023-05-15T00:00:00.000Z,2.367937548,0.407873135,0.281438819,2.419234700,3.221412291,18.774346,13.354135,19.867
encke,2023-05-16T00:00:00.000Z,2.358134355,0.411824969,0.281290753,2.410294988,3.205216633,19.139603,13.523576,19.849
encke,2023-05-17T00:00:00.000Z,2.348281349,0.415768117,0.281136736,2.401317615,3.188876395,19.506557,13.693593,19.830
encke,2023-05-18T00:00:00.000Z,2.338378180,0.419702398,0.280976707,2.392302349,3.172393252,19.875234,13.864185,19.812
encke,2023-05-19T00:00:00.000Z,2.328424493,0.423627627,0.280810600,2.383248954,3.155768980,20.245657,14.035353,19.793
encke,2023-05-20T00:00:00.000Z,2.318419925,0.427543612,0.280638348,2.374157192,3.139005449,20.617855,14.207095,19.774
encke,2023-05-21T00:00:00.000Z,2.308364112,0.431450161,0.280459886,2.365026821,3.122104604,20.991855,14.379413,19.755
encke,2023-05-22T00:00:00.000Z,2.298256683,0.435347077,0.280275145,2.355857596,3.105068449,21.367689,14.552309,19.735
encke,2023-05-23T00:00:00.000Z,2.288097260,0.439234157,0.280084056,2.346649269,3.087899031,21.745389,14.725783,19.716
encke,2023-05-24T00:00:00.000Z,2.277885461,0.443111197,0.279886548,2.337401588,3.070598420,22.124992,14.899840,19.696
encke,2023-05-25T00:00:00.000Z,2.267620899,0.446977986,0.279682550,2.328114299,3.053168703,22.506534,15.074481,19.675
encke,2023-05-26T00:00:00.000Z,2.257303179,0.450834310,0.279471987,2.318787142,3.035611974,22.890055,15.249712,19.655
encke,2023-05-27T00:00:00.000Z,2.246931902,0.454679952,0.279254787,2.309419855,3.017930328,23.275598,15.425537,19.635
encke,2023-05-28T00:00:00.000Z,2.236506663,0.458514686,0.279030873,2.300012174,3.000125859,23.663206,15.601960,19.614
encke,2023-05-29T00:00:00.000Z,2.226027050,0.462338286,0.278800168,2.290563828,2.982200657,24.052926,15.778989,19.593
encke,2023-05-30T00:00:00.000Z,2.215492645,0.466150519,0.278562593,2.281074546,2.964156800,24.444808,15.956628,19.571
encke,2023-05-31T00:00:00.000Z,2.204903022,0.469951147,0.278318069,2.271544049,2.945996354,24.838902,16.134886,19.550
encke,2023-06-01T00:00:00.000Z,2.194257753,0.473739926,0.278066513,2.261972057,2.927721352,25.235263,16.313770,19.528
encke,2023-06-02T00:00:00.000Z,2.183556398,0.477516609,0.277807843,2.252358287,2.909333789,25.633947,16.493289,19.506
encke,2023-06-03T00:00:00.000Z,2.172798513,0.481280942,0.277541974,2.242702448,2.890835603,26.035013,16.673452,19.484
encke,2023-06-04T00:00:00.000Z,2.161983646,0.485032666,0.277268820,2.233004248,2.872228657,26.438523,16.854269,19.461
encke,2023-06-05T00:00:00.000Z,2.151111340,0.488771515,0.276988292,2.223263391,2.853514734,26.844539,17.035749,19.439
encke,2023-06-06T00:00:00.000Z,2.140181128,0.492497219,0.276700301,2.213479574,2.834695539,27.253127,17.217903,19.416
encke,2023-06-07T00:00:00.000Z,2.129192536,0.496209501,0.276404756,2.203652494,2.815772715,27.664350,17.400740,19.392
encke,2023-06-08T00:00:00.000Z,2.118145084,0.499908076,0.276101563,2.193781838,2.796747871,28.078276,17.584270,19.369
encke,2023-06-09T00:00:00.000Z,2.107038282,0.503592656,0.275790627,2.183867293,2.777622617,28.494968,17.768500,19.345
encke,2023-06-10T00:00:00.000Z,2.095871634,0.507262944,0.275471851,2.173908540,2.758398603,28.914494,17.953439,19.321
encke,2023-06-11T00:00:00.000Z,2.084644635,0.510918636,0.275145137,2.163905255,2.739077545,29.336918,18.139092,19.297
encke,2023-06-12T00:00:00.000Z,2.073356771,0.514559422,0.274810382,2.153857109,2.719661250,29.762310,18.325467,19.272
encke,2023-06-13T00:00:00.000Z,2.062007520,0.518184985,0.274467485,2.143763768,2.700151623,30.190738,18.512568,19.247
encke,2023-06-14T00:00:00.000Z,2.050596352,0.521794998,0.274116340,2.133624894,2.680550676,30.622273,18.700402,19.222
encke,2023-06-15T00:00:00.000Z,2.039122728,0.525389129,0.273756840,2.123440143,2.660860522,31.056988,18.888973,19.197
encke,2023-06-16T00:00:00.000Z,2.027586097,0.528967036,0.273388875,2.113209167,2.641083368,31.494963,19.078287,19.171
encke,2023-06-17T00:00:00.000Z,2.015985902,0.532528371,0.273012333,2.102931610,2.621221513,31.936276,19.268349,19.145
encke,2023-06-18T00:00:00.000Z,2.004321575,0.536072775,0.272627100,2.092607114,2.601277327,32.381012,19.459166,19.119
encke,2023-06-19T00:00:00.000Z,1.992592539,0.539599883,0.272233059,2.082235313,2.581253247,32.829261,19.650745,19.093
encke,2023-06-20T00:00:00.000Z,1.980798206,0.543109317,0.271830091,2.071815837,2.561151758,33.281117,19.843091,19.066
encke,2023-06-21T00:00:00.000Z,1.968937977,0.546600693,0.271418074,2.061348308,2.540975387,33.736677,20.036213,19.039
encke,2023-06-22T00:00:00.000Z,1.957011244,0.550073616,0.270996884,2.050832344,2.520726687,34.196045,20.230118,19.012
encke,2023-06-23T00:00:00.000Z,1.945017387,0.553527681,0.270566392,2.040267557,2.500408236,34.659330,20.424815,18.984
encke,2023-06-24T00:00:00.000Z,1.932955777,0.556962474,0.270126470,2.029653552,2.480022628,35.126644,20.620312,18.956
encke,2023-06-25T00:00:00.000Z,1.920825770,0.560377567,0.269676984,2.018989928,2.459572468,35.598108,20.816620,18.928
encke,2023-06-26T00:00:00.000Z,1.908626713,0.563772525,0.269217797,2.008276279,2.439060373,36.073847,21.013747,18.899
encke,2023-06-27T00:00:00.000Z,1.896357940,0.567146898,0.268748771,1.997512189,2.418488966,36.553990,21.211703,18.870
encke,2023-06-28T00:00:00.000Z,1.884018774,0.570500227,0.268269764,1.986697238,2.397860870,37.038676,21.410500,18.841
encke,2023-06-29T00:00:00.000Z,1.871608524,0.573832039,0.267780629,1.975831000,2.377178701,37.528048,21.610147,18.811
encke,2023-06-30T00:00:00.000Z,1.859126486,0.577141848,0.267281217,1.964913039,2.356445056,38.022257,21.810655,18.782
encke,2023-07-01T00:00:00.000Z,1.846571943,0.580429158,0.266771376,1.953942915,2.335662493,38.521460,22.012036,18.751
encke,2023-07-02T00:00:00.000Z,1.833944166,0.583693455,0.266250949,1.942920179,2.314833519,39.025822,22.214301,18.721
encke,2023-07-03T00:00:00.000Z,1.821242409,0.586934213,0.265719777,1.931844373,2.293960576,39.535514,22.417460,18.690
encke,2023-07-04T00:00:00.000Z,1.808465914,0.590150894,0.265177694,1.920715036,2.273046032,40.050713,22.621526,18.659
encke,2023-07-05T00:00:00.000Z,1.795613907,0.593342939,0.264624534,1.909531695,2.252092203,40.571604,22.826506,18.627
encke,2023-07-06T00:00:00.000Z,1.782685600,0.596509779,0.264060124,1.898293870,2.231101378,41.098373,23.032409,18.595
encke,2023-07-07T00:00:00.000Z,1.769680189,0.599650826,0.263484287,1.887001074,2.210075860,41.631212,23.239241,18.563
encke,2023-07-08T00:00:00.000Z,1.756596852,0.602765475,0.262896843,1.875652811,2.189018017,42.170320,23.447005,18.531
encke,2023-07-09T00:00:00.000Z,1.743434754,0.605853104,0.262297606,1.864248577,2.167930313,42.715900,23.655704,18.498
encke,2023-07-10T00:00:00.000Z,1.730193041,0.608913072,0.261686386,1.852787859,2.146815339,43.268160,23.865338,18.464
encke,2023-07-11T00:00:00.000Z,1.716870841,0.611944721,0.261062987,1.841270135,2.125675817,43.827321,24.075903,18.431
encke,2023-07-12T00:00:00.000Z,1.703467267,0.614947372,0.260427210,1.829694874,2.104514609,44.393606,24.287397,18.397
encke,2023-07-13T00:00:00.000Z,1.689981411,0.617920325,0.259778848,1.818061536,2.083334708,44.967255,24.499812,18.362
encke,2023-07-14T00:00:00.000Z,1.676412348,0.620862860,0.259117691,1.806369571,2.062139233,45.548512,24.713142,18.327
encke,2023-07-15T00:00:00.000Z,1.662759130,0.623774235,0.258443521,1.794618421,2.040931423,46.137639,24.927377,18.292
encke,2023-07-16T00:00:00.000Z,1.649020795,0.626653683,0.257756116,1.782807515,2.019714628,46.734904,25.142504,18.257
encke,2023-07-17T00:00:00.000Z,1.635196354,0.629500416,0.257055248,1.770936275,1.998492306,47.340594,25.358511,18.221
encke,2023-07-18T00:00:00.000Z,1.621284802,0.632313618,0.256340681,1.759004112,1.977268012,47.955005,25.575380,18.184
encke,2023-07-19T00:00:00.000Z,1.607285110,0.635092451,0.255612173,1.747010426,1.956045400,48.578450,25.793092,18.147
encke,2023-07-20T00:00:00.000Z,1.593196225,0.637836045,0.254869475,1.734954605,1.934828213,49.211258,26.011625,18.110
encke,2023-07-21T00:00:00.000Z,1.579017075,0.640543506,0.254112333,1.722836029,1.913620280,49.853772,26.230954,18.073
encke,2023-07-22T00:00:00.000Z,1.564746560,0.643213908,0.253340483,1.710654064,1.892425520,50.506353,26.451049,18.035
encke,2023-07-23T00:00:00.000Z,1.550383558,0.645846297,0.252553654,1.698408067,1.871247933,51.169379,26.671876,17.996
encke,2023-07-24T00:00:00.000Z,1.535926921,0.648439684,0.251751567,1.686097382,1.850091607,51.843247,26.893398,17.957
encke,2023-07-25T00:00:00.000Z,1.521375475,0.650993048,0.250933936,1.673721340,1.828960719,52.528373,27.115571,17.918
encke,2023-07-26T00:00:00.000Z,1.506728019,0.653505334,0.250100465,1.661279262,1.807859529,53.225191,27.338345,17.878
encke,2023-07-27T00:00:00.000Z,1.491983325,0.655975448,0.249250849,1.648770456,1.786792385,53.934160,27.561665,17.838
encke,2023-07-28T00:00:00.000Z,1.477140136,0.658402261,0.248384773,1.636194217,1.765763715,54.655759,27.785467,17.797
encke,2023-07-29T00:00:00.000Z,1.462197166,0.660784601,0.247501915,1.623549826,1.744778018,55.390490,28.009683,17.756
encke,2023-07-30T00:00:00.000Z,1.447153097,0.663121257,0.246601940,1.610836554,1.723839856,56.138878,28.234232,17.714
encke,2023-07-31T00:00:00.000Z,1.432006582,0.665410972,0.245684503,1.598053656,1.702953841,56.901473,28.459026,17.672
encke,2023-08-01T00:00:00.000Z,1.416756240,0.667652444,0.244749248,1.585200374,1.682124632,57.678849,28.683964,17.630
encke,2023-08-02T00:00:00.000Z,1.401400659,0.669844323,0.243795809,1.572275936,1.661356947,58.471603,28.908934,17.587
encke,2023-08-03T00:00:00.000Z,1.385938389,0.671985209,0.242823805,1.559279558,1.640655593,59.280352,29.133810,17.543
encke,2023-08-04T00:00:00.000Z,1.370367948,0.674073648,0.241832845,1.546210439,1.620025510,60.105739,29.358451,17.500
encke,2023-08-05T00:00:00.000Z,1.354687815,0.676108131,0.240822523,1.533067764,1.599471834,60.948426,29.582695,17.455
encke,2023-08-06T00:00:00.000Z,1.338896432,0.678087093,0.239792420,1.519850705,1.578999948,61.809099,29.806367,17.410
encke,2023-08-07T00:00:00.000Z,1.322992202,0.680008903,0.238742102,1.506558418,1.558615520,62.688468,30.029267,17.365
encke,2023-08-08T00:00:00.000Z,1.306973488,0.681871868,0.237671121,1.493190043,1.538324536,63.587268,30.251175,17.319
encke,2023-08-09T00:00:00.000Z,1.290838610,0.683674230,0.236579011,1.479744707,1.518133309,64.506265,30.471848,17.273
encke,2023-08-10T00:00:00.000Z,1.274585847,0.685414154,0.235465292,1.466221520,1.498048486,65.446248,30.691018,17.226
encke,2023-08-11T00:00:00.000Z,1.258213431,0.687089733,0.234329464,1.452619578,1.478077055,66.408039,30.908390,17.178
encke,2023-08-12T00:00:00.000Z,1.241719551,0.688698981,0.233171010,1.438937959,1.458226350,67.392485,31.123637,17.130
encke,2023-08-13T00:00:00.000Z,1.225102346,0.690239828,0.231989394,1.425175728,1.438504057,68.400467,31.336402,17.082
encke,2023-08-14T00:00:00.000Z,1.208359907,0.691710114,0.230784059,1.411331934,1.418918228,69.432888,31.546294,17.033
encke,2023-08-15T00:00:00.000Z,1.191490275,0.693107586,0.229554428,1.397405610,1.399477291,70.490681,31.752883,16.984
encke,2023-08-16T00:00:00.000Z,1.174491438,0.694429896,0.228299899,1.383395772,1.380190066,71.574806,31.955698,16.934
encke,2023-08-17T00:00:00.000Z,1.157361330,0.695674586,0.227019850,1.369301424,1.361065780,72.686243,32.154226,16.884
encke,2023-08-18T00:00:00.000Z,1.140097830,0.696839091,0.225713631,1.355121554,1.342114084,73.825994,32.347903,16.833
encke,2023-08-19T00:00:00.000Z,1.122698759,0.697920729,0.224380568,1.340855133,1.323345071,74.995080,32.536119,16.782
encke,2023-08-20T00:00:00.000Z,1.105161879,0.698916693,0.223019958,1.326501121,1.304769294,76.194532,32.718206,16.730
encke,2023-08-21T00:00:00.000Z,1.087484891,0.699824045,0.221631070,1.312058464,1.286397784,77.425391,32.893438,16.678
encke,2023-08-22T00:00:00.000Z,1.069665431,0.700639706,0.220213142,1.297526092,1.268242073,78.688701,33.061028,16.625
encke,2023-08-23T00:00:00.000Z,1.051701073,0.701360449,0.218765379,1.282902926,1.250314213,79.985501,33.220122,16.572
encke,2023-08-24T00:00:00.000Z,1.033589323,0.701982891,0.217286952,1.268187875,1.232626793,81.316814,33.369799,16.519
encke,2023-08-25T00:00:00.000Z,1.015327617,0.702503477,0.215776996,1.253379838,1.215192959,82.683645,33.509063,16.465
encke,2023-08-26T00:00:00.000Z,0.996913322,0.702918477,0.214234606,1.238477704,1.198026426,84.086963,33.636841,16.410
encke,2023-08-27T00:00:00.000Z,0.978343731,0.703223967,0.212658840,1.223480358,1.181141491,85.527691,33.751984,16.356
encke,2023-08-28T00:00:00.000Z,0.959616063,0.703415820,0.211048707,1.208386677,1.164553034,87.006693,33.853260,16.301
encke,2023-08-29T00:00:00.000Z,0.940727462,0.703489692,0.209403175,1.193195539,1.148276528,88.524756,33.939355,16.246
encke,2023-08-30T00:00:00.000Z,0.921674991,0.703441004,0.207721161,1.177905818,1.132328047,90.082571,34.008872,16.190
encke,2023-08-31T00:00:00.000Z,0.902455635,0.703264930,0.206001530,1.162516394,1.116724286,91.680714,34.060333,16.134
encke,2023-09-01T00:00:00.000Z,0.883066300,0.702956376,0.204243092,1.147026154,1.101482597,93.319620,34.092178,16.078
encke,2023-09-02T00:00:00.000Z,0.863503806,0.702509960,0.202444598,1.131433994,1.086621031,94.999568,34.102771,16.022
encke,2023-09-03T00:00:00.000Z,0.843764893,0.701919994,0.200604737,1.115738828,1.072158388,96.720652,34.090407,15.965
encke,2023-09-04T00:00:00.000Z,0.823846215,0.701180460,0.198722130,1.099939593,1.058114250,98.482762,34.053317,15.909
encke,2023-09-05T00:00:00.000Z,0.803744343,0.700284981,0.196795328,1.084035251,1.044508997,100.285567,33.989681,15.852
encke,2023-09-06T00:00:00.000Z,0.783455766,0.699226800,0.194822803,1.068024803,1.031363801,102.128493,33.897638,15.796
encke,2023-09-07T00:00:00.000Z,0.762976887,0.697998745,0.192802949,1.051907294,1.018700601,104.010706,33.775307,15.739
encke,2023-09-08T00:00:00.000Z,0.742304032,0.696593198,0.190734068,1.035681826,1.006542063,105.931102,33.620799,15.683
encke,2023-09-09T00:00:00.000Z,0.721433448,0.695002057,0.188614371,1.019347566,0.994911526,107.888287,33.432241,15.626
encke,2023-09-10T00:00:00.000Z,0.700361307,0.693216701,0.186441969,1.002903765,0.983832934,109.880578,33.207801,15.570
encke,2023-09-11T00:00:00.000Z,0.679083713,0.691227939,0.184214862,0.986349770,0.973330771,111.905994,32.945715,15.515
encke,2023-09-12T00:00:00.000Z,0.657596711,0.689025969,0.181930938,0.969685045,0.963429964,113.962262,32.644310,15.459
encke,2023-09-13T00:00:00.000Z,0.635896290,0.686600322,0.179587957,0.952909191,0.954155793,116.046826,32.302039,15.404
encke,2023-09-14T00:00:00.000Z,0.613978403,0.683939800,0.177183545,0.936021975,0.945533780,118.156864,31.917513,15.349
encke,2023-09-15T00:00:00.000Z,0.591838975,0.681032419,0.174715185,0.919023354,0.937589564,120.289310,31.489525,15.295
encke,2023-09-16T00:00:00.000Z,0.569473927,0.677865332,0.172180203,0.901913513,0.930348769,122.440891,31.017087,15.242
encke,2023-09-17T00:00:00.000Z,0.546879196,0.674424750,0.169575758,0.884692905,0.923836856,124.608155,30.499451,15.189
encke,2023-09-18T00:00:00.000Z,0.524050766,0.670695856,0.166898826,0.867362297,0.918078965,126.787527,29.936140,15.136
encke,2023-09-19T00:00:00.000Z,0.500984701,0.666662708,0.164146189,0.849922825,0.913099756,128.975349,29.326965,15.085
encke,2023-09-20T00:00:00.000Z,0.477677192,0.662308132,0.161314417,0.832376058,0.908923234,131.167934,28.672039,15.034
encke,2023-09-21T00:00:00.000Z,0.454124610,0.657613598,0.158399851,0.814724074,0.905572576,133.361626,27.971789,14.984
encke,2023-09-22T00:00:00.000Z,0.430323570,0.652559091,0.155398587,0.796969550,0.903069966,135.552849,27.226953,14.935
encke,2023-09-23T00:00:00.000Z,0.406271014,0.647122965,0.152306456,0.779115861,0.901436418,137.738165,26.438583,14.887
encke,2023-09-24T00:00:00.000Z,0.381964309,0.641281776,0.149119002,0.761167213,0.900691616,139.914324,25.608022,14.840
encke,2023-09-25T00:00:00.000Z,0.357401368,0.635010103,0.145831458,0.743128779,0.900853752,142.078312,24.736891,14.793
encke,2023-09-26T00:00:00.000Z,0.332580796,0.628280348,0.142438730,0.725006878,0.901939380,144.227394,23.827059,14.747
encke,2023-09-27T00:00:00.000Z,0.307502074,0.621062516,0.138935365,0.706809175,0.903963269,146.359152,22.880612,14.703
encke,2023-09-28T00:00:00.000Z,0.282165775,0.613323975,0.135315533,0.688544927,0.906938282,148.471509,21.899810,14.659
encke,2023-09-29T00:00:00.000Z,0.256573841,0.605029190,0.131573001,0.670225269,0.910875262,150.562759,20.887051,14.615
encke,2023-09-30T00:00:00.000Z,0.230729904,0.596139441,0.127701109,0.651863555,0.915782941,152.631578,19.844822,14.573
encke,2023-10-01T00:00:00.000Z,0.204639698,0.586612517,0.123692754,0.633475768,0.921667853,154.677039,18.775658,14.531
encke,2023-10-02T00:00:00.000Z,0.178311552,0.576402398,0.119540373,0.615080999,0.928534249,156.698615,17.682091,14.489
encke,2023-10-03T00:00:00.000Z,0.151756988,0.565458926,0.115235939,0.596702021,0.936383988,158.696190,16.566611,14.448
encke,2023-10-04T00:00:00.000Z,0.124991462,0.553727480,0.110770965,0.578365969,0.945216381,160.670049,15.431621,14.408
encke,2023-10-05T00:00:00.000Z,0.098035254,0.541148678,0.106136531,0.560105139,0.955027959,162.620887,14.279404,14.367
encke,2023-10-06T00:00:00.000Z,0.070914553,0.527658123,0.101323331,0.541957919,0.965812160,164.549797,13.112087,14.327
encke,2023-10-07T00:00:00.000Z,0.043662758,0.513186246,0.096321762,0.523969886,0.977558881,166.458266,11.931622,14.288
encke,2023-10-08T00:00:00.000Z,0.016322031,0.497658306,0.091122055,0.506195049,0.990253887,168.348164,10.739771,14.248
encke,2023-10-09T00:00:00.000Z,-0.011054874,0.480994619,0.085714485,0.488697255,1.003878045,170.221733,9.538093,14.209
encke,2023-10-10T00:00:00.000Z,-0.038402490,0.463111148,0.080089654,0.471551735,1.018406338,172.081570,8.327959,14.171
encke,2023-10-11T00:00:00.000Z,-0.065640253,0.443920589,0.074238906,0.454846730,1.033806651,173.930596,7.110563,14.133
encke,2023-10-12T00:00:00.000Z,-0.092669902,0.423334160,0.068154870,0.438685090,1.050038326,175.772024,5.886959,14.096
encke,2023-10-13T00:00:00.000Z,-0.119372819,0.401264298,0.061832182,0.423185686,1.067050501,177.609309,4.658111,14.060
encke,2023-10-14T00:00:00.000Z,-0.145607568,0.377628527,0.055268402,0.408484350,1.084780338,179.446065,3.424959,14.027
encke,2023-10-15T00:00:00.000Z,-0.171208032,0.352354699,0.048465116,0.394733950,1.103151304,181.285972,2.188511,13.997
encke,2023-10-16T00:00:00.000Z,-0.195982752,0.325387724,0.041429212,0.382103114,1.122071778,183.132632,0.949946,13.970
encke,2023-10-17T00:00:00.000Z,-0.219716238,0.296697668,0.034174220,0.370772988,1.141434428,184.989401,-0.289262,13.948
encke,2023-10-18T00:00:00.000Z,-0.242173103,0.266288741,0.026721572,0.360931500,1.161116842,186.859178,-1.527231,13.933
encke,2023-10-19T00:00:00.000Z,-0.263105778,0.234208166,0.019101523,0.352764771,1.180983990,188.744181,-2.761556,13.925
encke,2023-10-20T00:00:00.000Z,-0.282266106,0.200553411,0.011353433,0.346445848,1.200892907,190.645729,-3.989248,13.926
encke,2023-10-21T00:00:00.000Z,-0.299420342,0.165475882,0.003525118,0.342121668,1.220699649,192.564065,-5.206728,13.937
encke,2023-10-22T00:00:00.000Z,-0.314365966,0.129179326,-0.004328915,0.339899983,1.240267971,194.498268,-6.409902,13.958
encke,2023-10-23T00:00:00.000Z,-0.326947741,0.091911950,-0.012150302,0.339838582,1.259478550,196.446278,-7.594327,13.991
encke,2023-10-24T00:00:00.000Z,-0.337070046,0.053952703,-0.019880370,0.341939087,1.278237145,198.405049,-8.755441,14.035
encke,2023-10-25T00:00:00.000Z,-0.344703008,0.015593651,-0.027463860,0.346146774,1.296480126,200.370810,-9.888825,14.090
encke,2023-10-26T00:00:00.000Z,-0.349881380,-0.022878519,-0.034852157,0.352356467,1.314176383,202.339383,-10.990452,14.154
encke,2023-10-27T00:00:00.000Z,-0.352696835,-0.061198792,-0.042005550,0.360423106,1.331325543,204.306500,-12.056874,14.227
encke,2023-10-28T00:00:00.000Z,-0.353285751,-0.099135680,-0.048894299,0.370174766,1.347953261,206.268075,-13.085344,14.306
encke,2023-10-29T00:00:00.000Z,-0.351815101,-0.136497760,-0.055498569,0.381425740,1.364104827,208.220395,-14.073845,14.390
encke,2023-10-30T00:00:00.000Z,-0.348468804,-0.173135284,-0.061807527,0.393987950,1.379838406,210.160226,-15.021058,14.478
encke,2023-10-31T00:00:00.000Z,-0.343436104,-0.208938019,-0.067817925,0.407679684,1.395218851,212.084845,-15.926289,14.569
encke,2023-11-01T00:00:00.000Z,-0.336902717,-0.243830729,-0.073532515,0.422331499,1.410312688,213.992028,-16.789366,14.661
encke,2023-11-02T00:00:00.000Z,-0.329044758,-0.277767570,-0.078958505,0.437789586,1.425184412,215.879992,-17.610543,14.754
encke,2023-11-03T00:00:00.000Z,-0.320025097,-0.310726334,-0.084106194,0.453917139,1.439894038,217.747340,-18.390399,14.847
encke,2023-11-04T00:00:00.000Z,-0.309991590,-0.342703100,-0.088987862,0.470594348,1.454495677,219.592986,-19.129762,14.940
encke,2023-11-05T00:00:00.000Z,-0.299076647,-0.373707620,-0.093616896,0.487717489,1.469036888,221.416103,-19.829632,15.031
encke,2023-11-06T00:00:00.000Z,-0.287397681,-0.403759489,-0.098007140,0.505197537,1.483558576,223.216062,-20.491136,15.121
encke,2023-11-07T00:00:00.000Z,-0.275058076,-0.432885104,-0.102172430,0.522958568,1.498095239,224.992393,-21.115482,15.210
encke,2023-11-08T00:00:00.000Z,-0.262148420,-0.461115297,-0.106126279,0.540936132,1.512675424,226.744750,-21.703926,15.297
encke,2023-11-09T00:00:00.000Z,-0.248747835,-0.488483545,-0.109881670,0.559075702,1.527322288,228.472882,-22.257752,15.383
encke,2023-11-10T00:00:00.000Z,-0.234925289,-0.515024640,-0.113450930,0.577331261,1.542054200,230.176616,-22.778252,15.466
encke,2023-11-11T00:00:00.000Z,-0.220740839,-0.540773724,-0.116845667,0.595664040,1.556885334,231.855839,-23.266713,15.548
encke,2023-11-12T00:00:00.000Z,-0.206246770,-0.565765605,-0.120076747,0.614041428,1.571826232,233.510487,-23.724409,15.628
encke,2023-11-13T00:00:00.000Z,-0.191488609,-0.590034280,-0.123154294,0.632436020,1.586884327,235.140539,-24.152595,15.707
encke,2023-11-14T00:00:00.000Z,-0.176506024,-0.613612622,-0.126087717,0.650824814,1.602064415,236.746009,-24.552499,15.783
encke,2023-11-15T00:00:00.000Z,-0.161333609,-0.636532180,-0.128885741,0.669188527,1.617369071,238.326943,-24.925322,15.858
encke,2023-11-16T00:00:00.000Z,-0.146001572,-0.658823070,-0.131556445,0.687511014,1.632799023,239.883418,-25.272232,15.932
encke,2023-11-17T00:00:00.000Z,-0.130536314,-0.680513917,-0.134107309,0.705778783,1.648353467,241.415535,-25.594366,16.004
encke,2023-11-18T00:00:00.000Z,-0.114960949,-0.701631856,-0.136545250,0.723980584,1.664030338,242.923425,-25.892827,16.074
encke,2023-11-19T00:00:00.000Z,-0.099295734,-0.722202547,-0.138876675,0.742107062,1.679826544,244.407242,-26.168683,16.143
